AirPtCd,Sd_Max_Temp,Max_Temp,Sd_Min_Temp,Min_Temp,Sd_Precip,Mean_Precip,Sd_Max_DewPoint,Max_DewPoint,Sd_Min_DewPoint,Min_DewPoint,Sd_Max_Humidity,Max_Humidity,Sd_Min_Humidity,Min_Humidity,Sd_Max_Sea_Level_Press,Max_Sea_Level_Press,Sd_Min_Sea_Level_Press,Min_Sea_Level_Press,Sd_Vis,Min_Vis,Sd_CloudCover,CloudCover,Sd_Mean_Wind_Speed,Mean_Wind_Speed,Sd_Max_Wind_Speed,Max_Wind_Speed,mxT_sd,mxT_mean,mnT_sd,mnT_mean,mxT_sd_abs,mxT_mean_abs,mnT_sd_abs,mnT_mean_abs,BSS,city,state,longitude,latitude,elevation,dist2coast,Cluster,stateABB
KBIS,24.5364680266248,59.7211584875302,21.2897983689245,34.7211584875302,0.19666680797462,0.0545526950925181,19.125654927027,41.6403861625101,20.9359779872832,29.2347546259051,8.69824564823447,89.4941214366243,17.7269645958984,44.939340305712,0.238930794879195,30.1206130329847,0.238387991557223,29.868389380531,3.79702863545432,6.86098149637973,2.76717665402417,3.11327433628319,4.07917966287118,9.34432823813355,7.38209962681403,21.1983909895414,5.52092991551627,-2.04404355598895,6.10742602551991,2.48984235332358,3.83820478046507,4.46367625548513,4.31643893225006,4.98651064521372,-0.216177150086361,Bismarck,North Dakota,-100.783,46.8,499,658.502070741078,1,ND
KBJC,18.7325568325287,66.6235802271637,15.439340181833,43.1235002399616,0.149131310946607,0.0436202207646776,14.0419543081963,38.8189089745641,14.3020128958204,25.5964096810386,20.1372466243364,74.588865781475,17.9320116304173,28.2313229883219,0.164990130346705,30.1667333226684,0.197671629423315,29.9800831866901,3.42028413307147,8.07267768329857,2.00567681945004,2.85202367621181,3.53834640937692,6.40585506318989,8.21823892161644,18.1043673731535,5.64111029431445,1.24963645176927,5.16959786427213,-0.166370250606306,4.02783773938986,4.14218775246405,3.52704812249704,3.78286176232821,-0.298432396327135,Denver,Colorado,-105,39.75,1583,1297.61749095502,5,CO
KBKE,21.071956562014,63.0547527296082,13.602426619402,32.8309248554913,0.0880080405997624,0.023341898185322,10.83245072076,39.7809539103902,12.2154022222871,27.8533804400193,9.49121302221133,89.7814356833146,20.5734325476522,39.2195278625341,0.201657400156817,30.1401316845993,0.205139039762329,29.9432632086077,3.98844788391786,6.9384936566565,2.67663858943164,2.47101332905091,3.82114621695682,6.9861891761683,6.98014880836204,18.9882768588405,4.57437308829325,-0.773597145637366,6.16258996747119,4.13087901394745,3.09108239157501,3.45929289652935,4.40077350691456,5.97259163152773,0.0495929987386253,Baker,Oregon,-117.833,44.7833,1046,333.665283182841,5,OR
KBKL,19.437208794818,61.3492629191641,18.4446266121564,48.1550299692208,0.223041369217511,0.0862730627306273,17.3881761083409,49.4856633727523,18.4335976144928,38.0592904584481,9.85720530280022,82.8214806415033,12.6570255644199,53.3576867001458,0.194387437111719,30.1226199261993,0.210827644407872,29.9191673351516,3.71200742649917,6.06240975453233,2.70268163639705,4.08053906626023,4.88974636146804,11.1796887534093,6.74648823234078,19.0550296807316,5.25834466224604,-0.973326787759777,5.29443568400391,-1.21682212403862,3.66257277201337,3.89625265913926,3.36877278887282,4.26149566355752,0.108106736798482,Cleveland,Ohio,-81.6167,41.4667,252,5.47230351772684,2,OH
KBNA,17.2824144242484,73.6674132138858,16.5363192138849,52.592225243961,0.327889911222187,0.131892497200448,16.2708291698641,55.526795712686,18.7692618635005,44.9905615101584,9.85046752230226,87.8181091025436,15.7731355494584,44.525195968645,0.170814677646577,30.1472532394817,0.17132965770042,29.9852199648056,3.66131224896454,6.66789313709806,2.35726688969443,4.80179171332587,3.11502359202677,6.34474484082547,5.71328732983574,16.6571748520237,4.4193751971612,-1.28421392793666,5.01031960892428,0.880917757311359,3.13723174862098,3.36694134755211,3.58211830468901,3.61189206656972,0.202685420559057,Nashville,Tennessee,-86.7833,36.1667,153,521.732439397992,3,TN
KBOI,21.2770406622749,68.1180611102224,15.7248672895829,45.36250199968,0.10940649546403,0.0332082866741321,10.0214090736198,40.5666293393057,10.0698508222072,29.3644216925292,19.580927784136,71.5136778115502,19.9842751382724,32.7531655714057,0.212118477719376,30.0917501199808,0.217375860865225,29.891444568869,3.53022690846863,7.49576067829147,2.6762358090988,2.219804831227,3.02880643453046,7.20140777475604,6.02254328432615,18.3794592865142,4.47307533399152,-0.999353692034254,4.84533136396193,-0.829051543060268,3.08892657274984,3.38584585555017,3.32065618431833,3.62433349491032,0.0671070713616376,Boise,Idaho,-116.217,43.6,838,505.234629248533,5,ID
KBOS,18.7748130699155,61.5165573508239,17.3158570748261,46.2034874420093,0.288963370880206,0.106135818269077,17.3900774573366,47.6798912174052,20.2204870571732,35.0708686610142,14.415613082596,83.6413373860182,17.7837141295591,47.9876819708847,0.215053626973563,30.1144808830587,0.239242658127528,29.8902655575108,3.9149443106341,6.97296432570789,2.334992757122,4.69204927211646,3.64331487602626,10.8918573028315,5.91326820374638,20.8686949559648,4.74430573851767,-0.632735498465019,5.16368828036338,0.734529003069963,3.13575365917779,3.61576991436419,3.46588887685891,3.89723703344644,0.0966860309997444,Boston,Massachusetts,-71.0833,42.35,3,0.526550599023342,2,MA
KBUF,20.148841198236,59.3637817949128,18.2154686414472,43.057110862262,0.264488097632302,0.106219004959207,17.2037915960162,46.2167653175492,18.8559804829767,34.4287314029755,8.48559528697214,85.740153698367,14.0844267030189,50.4386498160294,0.202236034433581,30.1191361382179,0.22268422575606,29.9007742761158,3.91551508870205,6.01007838745801,2.10229629692024,5.36618141097424,3.96053701220578,10.1346984482483,6.65497613198037,20.8560230363142,4.37063385363888,-1.44126676361286,5.78064517151245,1.43528841492971,3.16572649263433,3.34011956697366,4.03115958675257,4.38439166262724,-0.112476046816603,Buffalo,New York,-78.8333,42.9167,198,2.9643670260717,2,NY
KCEF,20.3455092798077,61.9569668852983,18.2519750856963,39.3343465045593,0.243140701752088,0.0891473364261718,18.391894634808,46.5370340745481,20.8021285055914,33.0934250519917,10.1458955100024,92.2273236282195,16.1248652425795,45.1015837466005,0.209037328296505,30.1315757478803,0.232968522438736,29.9033754599264,4.29166581521965,5.16637338025916,2.63466921546138,3.81250999840026,3.73641301395417,5.87729963205887,5.81891454116401,15.162693968965,4.34913863275434,-0.040071093876232,7.34128085058483,3.8078849571821,2.99388030945865,3.15462918080465,5.38257323692891,6.27839715624495,0.0656206962090573,Springfield,Massachusetts,-72.5667,42.1,59,75.7048139435836,2,MA
KCHS,12.8417194691743,79.0179171332587,14.6911761693489,59.1977283634618,0.604842623344758,0.171959686450168,13.4432534379859,62.7109262517997,17.4418668542134,52.2773956167013,7.76964592369279,90.8441849304111,15.8255958659153,48.0977443609023,0.161760183601778,30.1335834266517,0.168431901574272,29.9916941289394,3.62956157887417,6.98576227803551,2.3143355736229,3.76675731882899,2.83657612415789,7.47400415933451,5.1633099174958,17.9257718764998,3.85611261525725,-3.22301228183581,5.3222057900912,3.10391079508727,2.87704124028689,4.12055591467356,4.05716409160704,4.63655462184874,0.131444460450904,Charleston,South Carolina,-79.9333,32.7833,7,0.80409276632564,3,SC
KCLT,15.6089149985644,74.6966885298352,16.1282471836356,52.8515437529995,0.311134634574597,0.111206207006879,16.2137929862549,54.8309070548712,19.293409279641,43.9595264757639,11.7949291839811,85.4504663879061,16.2951343815039,41.0451127819549,0.169646287272887,30.1467125259958,0.173905568470825,29.9827371620541,3.6136137691907,7.37673972164454,2.38758576756362,4.60598304271317,2.60357245677434,6.33578627419613,4.98809404104756,15.924579663731,3.96497291294687,-1.8021978021978,5.6820076543066,2.03215901745313,2.85230538212993,3.29120879120879,3.97287879005096,4.54185520361991,0.16079079529937,Charlotte,North Carolina,-80.8333,35.2333,227,216.97096628852,3,NC
KCNM,16.8941737006315,80.0610049767218,15.6633196541032,52.0043387433714,0.152827809805127,0.0302981246994711,14.787289421092,49.4930165355595,16.5177337113641,35.5240006421577,17.4068719553833,76.8954888425108,17.6184777867607,27.602183336009,0.188814266873504,30.0674971923632,0.179757326080772,29.8170928926681,3.3814874796354,7.85183358000329,2.21443182437796,1.56248997272581,3.40009910009867,8.49542756297128,7.29214945517663,18.7240494144072,5.3535073763914,0.080051855452925,4.96239702555946,1.26991078669911,3.72517209979872,3.84540593096743,3.3795296990844,3.84898621248986,-0.0824744395368788,Carlsbad,New Mexico,-104.25,32.4333,961,806.741090434837,6,NM
KCPS,19.6274840186301,69.6680544435548,17.8803201990414,49.6824659727782,0.304909554180061,0.11093354683747,17.5480436066758,52.8156925540432,19.3448532579028,42.1477982385909,9.21406698529298,87.0959167333867,14.3681845758377,46.4216172938351,0.199542639552801,30.1357293835068,0.199880585439207,29.9493114491593,3.91681594849637,6.12137710168134,2.70932530895197,2.88246597277822,3.58397888510734,6.15724579663731,5.43162263072543,14.1364291433147,4.7032944354399,-0.919456574478409,5.35145144477511,1.31683648714216,3.2375732674371,3.53307455927543,3.56834003645509,4.19957949215591,0.188985649683507,St Louis,Missouri,-90.2,38.5833,126,371.451433133581,2,MO
KCQT,8.97964798456663,77.8585826267797,7.15162591780899,59.280275155975,0.179172752773478,0.0317573188289874,7.60599746518557,56.7126859702448,12.885889320502,47.3055511118221,12.3758867644901,82.6389377699568,16.1618650371225,41.8118701007839,0.108104028818876,30.010937450008,0.105730533842378,29.9073412254039,3.13770063975998,6.85650295952648,2.44775532940192,2.22236442169253,0.920760134738624,1.76227803551432,1.93271058029126,9.08190689489682,3.61892752927016,-0.610276296655356,2.81902147210357,0.248990143803522,2.3515966580637,2.81741799967685,1.83799825478825,2.1517207949588,0.153526236844229,Los Angeles,California,-118.25,34.05,85,14.4068533458597,4,CA
KCRW,18.079965928502,68.567078057381,16.712416397415,47.6717422663888,0.30516202153795,0.134527969225837,16.9942123906945,52.1182881872095,19.5220445947682,41.4558422824171,10.3140581685738,91.5545760538548,15.8324563843698,46.5956082705562,0.175563901028361,30.1470443981407,0.184702201166268,29.9641593204039,3.7778674659436,4.65875941657317,2.21340519810792,4.84596890527328,2.92661712822423,4.7621413688091,6.31095005862666,15.5694822888283,5.00271583656887,-0.716852841185041,6.33783881169246,1.57357940747936,3.490813570657,3.65420106847984,4.35741195269979,4.86352598348713,0.0215110005905694,Charleston,West Virginia,-81.6333,38.35,182,344.520912196202,3,WV
KCUB,14.7134205344389,78.4301040832666,15.2759979581063,57.4310648518815,0.486823263293176,0.145428342674139,14.3722718475917,59.2415451194102,17.8533563810303,48.2978041352781,8.89338299976862,88.1032216701394,16.0632931545665,41.9153710530534,0.168261433188314,30.1483459250924,0.168582669698456,29.9936344639126,3.68229588896586,6.36672543676871,2.60188590117836,2.64305177111717,2.15312771701146,3.71561248999199,4.91683396697701,13.141873498799,4.03283160719692,-1.25295164159793,5.1876093754979,-0.318292091217855,2.92449938818628,3.04625586284975,3.47938014111456,3.860585476306,0.196888668211636,Columbia,South Carolina,-81.0333,34,98,101.58111316408,3,SC
KCYS,19.2448239928768,62.952556499439,15.8803702274757,37.5279423538831,0.140270301772261,0.043906325060048,14.4940974958269,36.8137710168134,14.9831351849035,23.9681345076061,15.4297382154895,77.7579894009957,18.0935348665708,30.0060848678943,0.194091088541719,30.1388342674139,0.19543542146236,29.8454235388311,3.95284497155448,6.92137710168134,2.5335733462994,2.54571657325861,3.98810701539948,11.3670136108887,7.78224278816439,24.8275420336269,4.9896517534264,-1.80097323600973,5.09638117914795,0.497493126314087,3.43093042635819,4.0455798864558,3.58648047008742,3.65453663270257,-0.361122851209716,Cheyenne,Wyoming,-104.867,41.15,1866,1192.04549428892,1,WY
KDAL,15.9924728142876,79.6026235802272,15.4009492231253,61.4220124780035,0.393659326081616,0.119152135658295,13.8427060363188,59.7654775235962,16.2792199083822,49.6597344424892,11.4855511565076,81.0878259478483,15.3999476197205,42.5883858582627,0.182027048023434,30.0954263317869,0.172898847729858,29.9219564869621,3.46945975204281,7.4399296112622,2.52233374326202,4.20684690449528,3.51115188603257,9.18013117901136,5.4135488605348,17.1310190369541,4.27690836742017,-0.510583292939085,4.55795161196466,-0.631221719457014,2.98478482487166,3.10518662142511,3.00646499402173,3.48319327731092,0.25415039760988,Dallas,Texas,-96.7667,32.7667,132,359.838982829699,3,TX
KDBQ,21.4578661793235,59.27344,19.8042132043488,40.88112,0.291737461499194,0.1020088,19.3097122253536,46.9859722670106,20.7980123699876,36.0880361173815,9.0750119776152,91.576104482425,16.2470565538134,56.4216381812319,0.208262173623909,30.1282634633989,0.224603923992552,29.9179909706546,4.05138230151851,5.79264753305385,2.72393390237567,3.47892782173422,4.16969152177736,9.92016,6.8385374204964,20.4214491824303,4.58008007149816,0.717032967032967,5.11964647680817,2.28846153846154,3.10016226634281,3.44650937297996,3.73536720666861,4.18244990303814,0.0944436958233433,Dubuque,Iowa,-90.6667,42.5167,190,227.841175526713,2,IA
KDET,20.3912912976163,61.0644334027889,18.2243929528822,44.8983811508255,0.309368577575927,0.0881008807045636,17.8813199243852,47.197307260779,19.0369940747349,35.54383715339,10.3467729431056,84.9631351178073,14.2191723980853,49.4031094726719,0.238453160091298,30.1491617246354,0.270092302041632,29.8992482769675,3.76016009444236,6.33114281134797,2.72463182689454,3.68312229523962,3.3496843372264,7.60666773521398,4.65783930013039,15.0104183362718,4.23492726343237,-1.22826614861583,5.49237355534991,0.911917098445596,2.9809155542338,3.24898818196536,3.57114535207878,4.27104922279793,-0.143890106561944,Detroit,Michigan,-83.05,42.3333,183,0.893311511859978,2,MI
KDLH,22.5707426937946,52.6746120620701,20.7038196994076,34.8040313549832,0.246057130755417,0.0916037434010558,20.2572416744225,39.817149256119,21.8923086125648,28.9758438649816,9.94711350302566,88.751719724844,16.864316984098,53.9987189751801,0.220683104868216,30.1071620540713,0.240827826572245,29.878320268757,4.23997798384282,5.43561030235162,2.6724747198124,4.28983186549239,3.61584335051992,9.86002239641657,5.81619726555921,19.6490161574148,5.09252858944812,-1.36274034577476,5.26329226441222,2.28065923412506,3.56277504724455,3.88528033608014,3.85397853357021,4.24834383583778,-0.807040641900796,Duluth,Minnesota,-92.0833,46.8167,328,1.83483440340397,2,MN
KDMH,18.6401890118898,68.0631898896177,17.4795119841295,53.0652695568709,0.36351384448769,0.116290193569029,18.0580088875145,50.8789431545236,20.3007746987709,39.3847878302642,15.0460812846115,77.5768552652669,15.2804023357272,43.1855884707766,0.19813751718896,30.1449832026876,0.203900193350828,29.9491473364262,3.73102720174523,6.54935210366341,2.53880720521985,3.12733962565989,3.41636527164784,6.37128779395297,6.38970500797036,17.2780675091985,4.83432267640744,-1.00646307965746,5.46398085627695,-1.51785425755372,3.50606568715607,3.47697527872031,3.63321290817061,4.35385361124576,0.286936360477966,Baltimore,Maryland,-76.6333,39.3,49,2.45158940478312,2,MD
KDOV,17.8499244948791,66.3767397216445,16.9727333916547,49.5896656534954,0.362219976736437,0.135874260118381,18.1915014918218,56.7275635898256,19.9340416684334,44.0879859222524,10.0330757250323,95.0105583106703,17.859984725931,56.7069268916973,0.195112063229635,30.1326475763878,0.20868774186996,29.9341065429531,3.73102720174523,6.54935210366341,2.53880720521985,3.12733962565989,3.81644797045398,8.51687729963206,6.09028639236823,16.6621340585506,4.41129119721969,0.374212312166747,5.66809133366087,1.03054792306449,2.98694738003599,3.26740992082727,3.74401090940883,4.37821238079845,-0.0137751579388641,Dover,Delaware,-75.5267,39.1619,11,1.00075433653837,2,DE
KDSM,21.2282087042886,64.8185890257559,19.8345365669445,46.0883058710606,0.334809172799031,0.105778275475924,19.1021151971189,48.3765797472404,20.9747162035825,37.9070548712206,9.7659676991062,83.7250039993601,15.4919406446321,47.827227643577,0.220399048513162,30.1179363301872,0.221450917419883,29.9097408414654,3.71687666963166,6.89633658614622,2.42596317540634,4.74644056950888,3.62403665055102,9.62741961286194,6.62394189966932,20.3760998240282,4.88099078727533,-1.34965260946841,4.95183294259928,0.069327731092437,3.33746508081741,3.80853126514784,3.26145840399744,3.72640594699418,-0.203556873793291,Des Moines,Iowa,-93.6167,41.5833,241,459.616940570641,2,IA
KEED,17.4232669171686,91.0124858115777,15.7329408290572,67.3027403924112,0.0819902266802077,0.0108502965218785,14.2970254470556,42.8316459830176,15.0676041059824,28.7023537103629,20.6785706023211,40.5746244284781,11.1894638726159,15.208523840627,0.175697494315664,29.9164961265332,0.199680054296374,29.7453792769529,1.53070458721193,9.63058475689882,1.43319744987979,0.675229057591623,3.54160670965378,7.8464534978088,7.37086471121224,18.6567164179104,3.55175298795208,-1.02342342342342,4.66589306002852,-2.39082719082719,2.37064478101525,2.83570843570844,3.23291363664509,4.12710892710893,0.0528147703703551,Needles,California,-114.6,34.8333,152,313.515394315885,6,CA
KELP,14.9320808964328,81.142537194049,14.8165140396341,56.3370660694289,0.140647722865346,0.0327627579587266,15.3336141966631,43.8899376099824,16.8124947190657,30.4826427771557,20.4983764178648,57.5979183346677,13.3159918969025,21.3380259158535,0.163451911437043,30.023943369061,0.160083782287476,29.8002159654455,2.26183207425025,9.03279475283955,2.10402030631081,3.0172772356423,3.69919604386963,8.31179011358183,7.93126070486783,21.7848344264918,3.78751974967436,-0.753110357085151,4.41950724154852,2.09985458070771,2.57653355626946,2.8762320245597,3.08858106230482,3.79479722087575,0.0645254743972862,El Paso,Texas,-106.483,31.7667,1137,968.732682951446,6,TX
