"AirPtCd","month","lag","Sd_Max_Temp","Max_Temp","Sd_Min_Temp","Min_Temp","Sd_Precip","Mean_Precip","Sd_Max_DewPoint","Max_DewPoint","Sd_Min_DewPoint","Min_DewPoint","Sd_Max_Humidity","Max_Humidity","Sd_Min_Humidity","Min_Humidity","Sd_Max_Sea_Level_Press","Max_Sea_Level_Press","Sd_Min_Sea_Level_Press","Min_Sea_Level_Press","Sd_Vis","Min_Vis","Sd_CloudCover","CloudCover","Sd_Mean_Wind_Speed","Mean_Wind_Speed","Sd_Max_Wind_Speed","Max_Wind_Speed","mxT_sd","mxT_mean","mnT_sd","mnT_mean","mxT_sd_abs","mxT_mean_abs","mnT_sd_abs","mnT_mean_abs","BSS","city","state","longitude","latitude","elevation","dist2coast"
"KAAO",2,4,14.4901246368284,51.5119047619048,10.9342162720881,28.0952380952381,0.0669883232818239,0.0157142857142857,12.2920744654583,32.5357142857143,11.4684330651899,18.5714285714286,11.6285686445322,82.8690476190476,14.7879397218238,38.9404761904762,0.252555356826217,30.2346428571429,0.259840411766375,29.9428571428571,3.40311355531056,8.09523809523809,2.3946536358252,2.02380952380952,4.31921549473511,11.5833333333333,6.63013513516121,20.4285714285714,6.09594120209626,-0.678571428571429,7.20130988276013,3.14285714285714,3.72388593389375,4.84523809523809,4.61096998219538,6.33333333333333,0.0452099501534132,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",2,5,14.570436474163,51.7261904761905,10.9565458917135,28.047619047619,0.0669883232818239,0.0157142857142857,12.2890402641494,32.5595238095238,11.4780528433184,18.4642857142857,11.6744605554131,82.6785714285714,14.8449627905373,38.8095238095238,0.252584120261699,30.2347619047619,0.25965874157609,29.9411904761905,3.40311355531056,8.09523809523809,2.3869445538022,2.03571428571429,4.31058950380786,11.5952380952381,6.60858592418861,20.4642857142857,7.14647785456306,-0.988095238095238,7.06046136910989,2.63095238095238,4.18112237084459,5.84523809523809,4.40483943427761,6.08333333333333,0.039219110624964,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",3,0,12.670220312158,63.25,9.44574232481893,38.7954545454545,0.152250918602339,0.0321590909090909,10.9778381767306,41.375,11.2190128217163,26.8636363636364,12.8604711777318,83.6022727272727,19.0849172066789,35.6363636363636,0.212467435577251,30.1628409090909,0.235585488657599,29.9122727272727,3.45262004309256,7.68181818181818,2.91858796250513,2.85227272727273,5.33163504831316,12.1818181818182,6.91688225923268,21.3636363636364,3.19382158905874,0.420454545454545,4.44048064274105,-0.727272727272727,1.99996734560594,2.51136363636364,3.14097536249414,3.20454545454545,0.532958643408937,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",3,1,12.5404882420922,62.9772727272727,9.3593015551822,38.9659090909091,0.168785654540554,0.0439772727272727,10.9441204399809,41.2045454545455,11.174210633467,27.1477272727273,12.834856536781,83.4545454545455,19.4418156405799,36.375,0.213454323384111,30.1656818181818,0.232517204226339,29.9146590909091,3.49563094972526,7.68181818181818,2.98270878969737,3,5.29184818964773,12.2045454545455,6.95709158355597,21.2159090909091,4.06831681065909,0.477272727272727,6.70980037762883,2.11363636363636,2.58593171646416,3.15909090909091,4.54830109405867,5.34090909090909,0.441897475356398,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",3,2,12.6687563584513,63.0909090909091,9.36109470328589,38.5454545454545,0.168785654540554,0.0439772727272727,10.7969709653758,41.2386363636364,11.0780396452822,27.0340909090909,12.5727506760107,83.8295454545455,18.849396937045,35.8522727272727,0.215357076326572,30.1657954545455,0.228259966551734,29.9190909090909,3.42588340665404,7.68181818181818,2.94992605684564,2.85227272727273,5.31277467173639,12.125,6.84809616664573,21.2386363636364,5.39514856182661,0.136363636363636,6.83778877100682,2.44318181818182,3.46553413700608,4.11363636363636,4.53096567496967,5.64772727272727,0.271074934664379,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",3,3,12.6377881217498,62.8181818181818,9.16103892982516,38.4204545454545,0.160496063552609,0.0379545454545455,10.6757080281252,41.2272727272727,11.154093109861,27,12.7985710980781,84.0340909090909,19.1916821444049,36.2840909090909,0.206955054207091,30.1692045454545,0.228198815908469,29.9173863636364,3.5065061189116,7.55681818181818,2.95770869971184,2.85227272727273,5.28320222074919,12.1363636363636,6.91445527464287,21.3295454545455,6.79071181689713,-0.284090909090909,6.43121307121744,2.36363636363636,4.2937921459574,5.23863636363636,4.31825606271762,5.29545454545455,0.224206656351767,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",3,4,12.6861273263859,62.5681818181818,9.58669810540956,38.5568181818182,0.168785654540554,0.0439772727272727,10.8892436357741,41.1022727272727,11.2616826603638,26.9545454545455,12.9037460236168,83.8977272727273,19.5063924629197,36.4204545454545,0.212810931780948,30.1701136363636,0.228793573942832,29.9227272727273,3.51285146168316,7.56818181818182,2.98075944261768,2.98863636363636,5.27150766891677,12.125,7.06913722807991,21.125,7.39792961519854,-0.227272727272727,6.8191961976181,1.875,4.67608022041915,5.70454545454545,4.50981456128969,5.42045454545455,0.0563090440403591,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",3,5,12.5943933405279,62.9213483146067,9.3797561990396,38.5168539325843,0.1678886341082,0.0434831460674157,10.9335792987439,41.1573033707865,11.2966431779032,27.2359550561798,12.9186284164935,83.7078651685393,19.2885129379776,36.5393258426966,0.216686734619735,30.1637078651685,0.231208465336608,29.9183146067416,3.50488496107909,7.61797752808989,2.9418522026136,2.93258426966292,5.3565897861302,11.9887640449438,7.06946056833707,21,8.8125554642232,-0.528089887640449,7.04266147806256,1.9438202247191,5.29789308055117,7.02247191011236,4.53873353977142,5.69662921348315,0.0349354120259052,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",4,0,8.56683115717402,69.9189189189189,6.8884899476963,47.7808219178082,0.308422723833016,0.107466666666667,9.14245453288365,50.4520547945205,10.5303070619462,38.8767123287671,13.661570494324,85.4383561643836,18.633664972829,43.6986301369863,0.173437217656616,30.0270666666667,0.199665666498721,29.8072,3.43658577160548,7.0958904109589,2.76859975378375,3.12328767123288,4.26763509272139,11.8082191780822,5.98615856525209,21.2602739726027,3.10091887827955,-0.027027027027027,4.68526138833435,-0.273972602739726,2.06556721938571,2.2972972972973,3.45876998398721,3.15068493150685,0.477179095305884,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",4,1,8.61183157610214,69.972972972973,6.97249433998743,47.9041095890411,0.308422723833016,0.107466666666667,9.23307205010858,50.5616438356164,10.6183444549983,38.972602739726,13.7124469893346,85.4931506849315,18.6219396472351,43.7945205479452,0.171661934685066,30.0325333333333,0.196604784889487,29.8129333333333,3.4214939726041,7.04109589041096,2.7754632671019,3.13698630136986,4.26205872749912,11.8767123287671,6.11445874823488,21.4246575342466,3.58831044675251,0.027027027027027,6.09160787096288,1.68493150684932,2.27440078401402,2.75675675675676,4.37506251314329,4.53424657534247,0.352285993977713,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",4,2,8.20826234816211,70.2328767123288,7.17144179818736,48.0833333333333,0.297798952678172,0.0968,9.26230518497383,50.6111111111111,10.8022395956436,39.0416666666667,13.707135491425,85.2083333333333,17.7199071539939,43.4305555555556,0.171320573016607,30.0329333333333,0.195968373988263,29.8146666666667,3.39243381641382,7.11111111111111,2.70916834365106,3.11111111111111,4.34413154419148,11.875,6.29081353230872,21.5555555555556,4.54765063871569,-0.232876712328767,6.32894584868251,1.52777777777778,2.98996291522132,3.41095890410959,4.42066211343129,4.75,0.296252851020086,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",4,3,7.81884407561906,70.5890410958904,7.16407311952997,48.3333333333333,0.300784979019238,0.0998666666666667,9.35121526418133,50.8611111111111,10.775477506494,39.125,13.6147459296626,85.0694444444444,17.3605724486075,42.8194444444444,0.165796140969446,30.0381333333333,0.18949701083953,29.8217333333333,3.40670424351996,7.16666666666667,2.70092431868682,3.02777777777778,4.33186594873492,11.9027777777778,6.30423262441874,21.5555555555556,5.16725582146901,-0.657534246575342,5.95358941455135,1.36111111111111,3.33738338431192,3.97260273972603,3.93720268023211,4.63888888888889,0.280030668468833,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",4,4,7.87919008724574,70.7972972972973,7.09754818643395,48.6301369863014,0.298732850201436,0.0998684210526316,9.3704618645804,51,10.783358563908,39.4794520547945,13.5516936884835,85.1780821917808,17.4174613657151,43.2191780821918,0.165481752850022,30.0360526315789,0.187783516642987,29.8251315789474,3.37784211466406,7.08219178082192,2.68451504085304,3.04109589041096,4.22124077353907,11.7123287671233,6.21531471337545,21.3013698630137,5.49921740586863,-0.756756756756757,5.2230317711843,1.53424657534247,3.64156757991619,4.16216216216216,3.44261501964945,4.19178082191781,-0.0408381843468961,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",4,5,7.78331358621379,71.0945945945946,6.93308965149574,48.958904109589,0.298732850201436,0.0998684210526316,8.95305276031989,51.8082191780822,10.4805574868859,40.1369863013699,13.5267506540643,85.7397260273973,17.089076326132,43.8630136986301,0.16318985821601,30.0327631578947,0.188025194280475,29.8165789473684,3.36853558144638,7.01369863013699,2.66116727458424,3.12328767123288,4.3086317385155,11.8630136986301,6.26051626680585,21.5616438356164,6.54740919733404,-0.621621621621622,5.62515009101296,1.49315068493151,3.84896260611613,5.2972972972973,3.6822003877554,4.47945205479452,-0.134040336370292,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",5,0,8.44819653441504,74.4457831325301,7.12738301189824,54.0722891566265,0.461513786383505,0.246024096385542,8.32559931049593,58.3975903614458,8.61226018915345,48.8915662650602,9.0187221599066,92.6144578313253,15.7772289107146,51.2048192771084,0.149780719335993,30.0421686746988,0.158795236462328,29.8628915662651,3.91132417348952,6.4320987654321,2.7864539463381,3.53012048192771,3.50382855964367,10.0602409638554,5.93049169186814,19,2.91101245877033,0.650602409638554,3.75830943418911,0.421686746987952,2.20310202591377,2,2.66996441208463,2.66265060240964,0.290118433709478,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",5,1,8.65862515630594,74.2530120481928,7.14543927132914,53.9397590361446,0.455080085501229,0.24144578313253,8.37541144642194,58.2168674698795,8.6440873920283,48.710843373494,9.05364883102117,92.3734939759036,15.9124570248881,51.1927710843374,0.15376573883354,30.04,0.165293886041972,29.8578313253012,3.81262522563012,6.62962962962963,2.83434293145181,3.50602409638554,3.59984163951168,10.2771084337349,6.2647768307696,19.1807228915663,3.26780032343842,0.831325301204819,4.37662693816396,2.93975903614458,2.56212839453438,2.18072289156627,3.42159569107321,4,0.262256857586411,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",5,2,8.60972511810303,74.5714285714286,7.19266056724289,54.0238095238095,0.436777565155119,0.225238095238095,8.32917853970603,58.2142857142857,8.51048929249694,48.7976190476191,9.13681311986724,92.1904761904762,15.4912806522846,50.8214285714286,0.159837616609184,30.0353571428571,0.177325827857854,29.8546428571429,3.82246800747531,6.60975609756098,2.77877683315306,3.46428571428571,3.75090350561485,10.25,6.30960391380104,19.1785714285714,3.4478950815537,0.273809523809524,4.26422226307362,2.76190476190476,2.46032779348721,2.41666666666667,3.34907356539301,3.80952380952381,0.218953463607187,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",5,3,8.63835627200236,74.7023809523809,7.16905122506351,54.0476190476191,0.42765112509653,0.215238095238095,8.4428064686528,58.3214285714286,8.45509721774744,48.7976190476191,8.53028589176796,92.7023809523809,15.2500058783131,50.5595238095238,0.160847003274606,30.0320238095238,0.176623970527794,29.8494047619048,3.8059091284327,6.6219512195122,2.75659642800613,3.44047619047619,3.73956762682143,10.2738095238095,6.27632722373458,19.297619047619,3.81785520405776,-0.0476190476190476,4.24769182368853,2.86904761904762,2.69303515103823,2.69047619047619,3.32213408382507,3.89285714285714,0.190718074562436,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",5,4,8.65881181452611,74.9759036144578,6.96494307024757,54.3132530120482,0.438922692044438,0.230722891566265,8.41559360307022,58.6265060240964,8.42231269668495,49.0602409638554,9.19214040337808,92.2771084337349,15.4998412208792,50.7831325301205,0.161165677335419,30.0301204819277,0.176289756271668,29.8489156626506,3.82938605142707,6.61728395061728,2.81259080893005,3.46987951807229,3.61767463868167,10.2409638554217,6.23861878819076,19.3012048192771,4.45148860586102,-0.036144578313253,4.13253825940809,2.56626506024096,3.03069806595285,3.24096385542169,3.02735107645474,3.79518072289157,-0.306760270426397,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",5,5,8.46360684169888,74.8536585365854,7.00105382010383,54.4390243902439,0.441417538096159,0.232195121951219,8.3255880899225,58.719512195122,8.31969072978107,49.2317073170732,9.20260263253203,92.4024390243902,15.3071926735741,51.2439024390244,0.16267912787136,30.0314634146341,0.177790819304844,29.8468292682927,3.80104499289007,6.5875,2.81629127349917,3.47560975609756,3.66853446719626,10.3292682926829,6.35704921141109,19.3048780487805,4.98591814061444,0.829268292682927,4.0208168051764,2.86585365853659,3.09110875371784,3.97560975609756,2.79040490435743,4.0609756097561,-0.296978953638561,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",6,0,5.70045324418442,88.3977272727273,5.21612322360233,67.3181818181818,0.302113765447269,0.0990909090909091,4.88440034918923,68.4318181818182,5.53109382989187,60.4318181818182,8.95151225089077,88.4090909090909,11.0669037409613,45.3295454545455,0.111890692947332,29.9876136363636,0.118690554609017,29.8435227272727,3.10786577510533,8.29545454545454,1.95455152972252,1.63636363636364,3.99554022540006,10.0340909090909,7.00319937335108,18.7840909090909,2.7071444621549,0.931818181818182,3.18753777611971,0.0227272727272727,1.92043947425965,2.11363636363636,2.41544576950358,2.06818181818182,0.266490035165661,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",6,1,5.45944246390773,88.6022727272727,5.1988539650229,67.4204545454545,0.309979753779817,0.106477272727273,4.96192398724249,68.5,5.60572134588694,60.5340909090909,8.98518460131728,88.4545454545455,10.5355793671673,45.1136363636364,0.114810279195665,29.9854545454545,0.12292451447593,29.8410227272727,3.19790863608126,8.19318181818182,1.89758687433897,1.59090909090909,3.99554022540006,10.0340909090909,7.02629781777242,18.8181818181818,3.03701907278911,0.920454545454545,3.69074572014138,0.852272727272727,2.03826380315294,2.42045454545455,2.52735814338866,2.80681818181818,0.161463475082754,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",6,2,5.52053968482278,88.5795454545455,5.11022700696319,67.4772727272727,0.309768153265357,0.107613636363636,4.86172434804398,68.6363636363636,5.56164982701429,60.6022727272727,8.98518460131728,88.4545454545455,11.1515575663066,45.3977272727273,0.113891917452575,29.9831818181818,0.121770078151919,29.8379545454545,3.19790863608126,8.19318181818182,1.95455152972252,1.63636363636364,3.99436319130788,10.1022727272727,7.00610832160067,18.9204545454545,3.65732756696463,0.556818181818182,3.51840585042682,0.988636363636364,2.36459318709136,2.82954545454545,2.29553084491999,2.82954545454545,0.0306405902699108,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",6,3,5.69136244868663,88.5287356321839,5.11153336315445,67.3218390804598,0.311345262949822,0.108850574712644,4.9803140933403,68.5862068965517,5.62337029764274,60.551724137931,8.65044850218531,88.7701149425287,11.2059646354454,45.3333333333333,0.115193200332457,29.9850574712644,0.123941549200758,29.8396551724138,3.21047303821569,8.17241379310345,1.95956178376422,1.63218390804598,4.02581219879051,10.0459770114943,7.06189461263155,18.8850574712644,4.26171985016163,0.0229885057471264,3.45950723708492,0.908045977011494,2.82516472683648,3.17241379310345,2.06088818010216,2.90804597701149,-0.0299461546579702,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",6,4,5.73149545024952,88.4137931034483,5.25027207451723,67.3103448275862,0.311345262949822,0.108850574712644,4.98283608397085,68.5747126436782,5.60045917848621,60.5632183908046,8.96439242013511,88.6781609195402,11.1496706846122,45.5862068965517,0.114576145554732,29.9871264367816,0.123459878583643,29.841724137931,3.21047303821569,8.17241379310345,1.95689993723263,1.66666666666667,3.99562043054224,9.98850574712644,7.05695317244305,18.7816091954023,4.92550763893458,-0.172413793103448,3.25097398684428,0.735632183908046,3.07732478409158,3.82758620689655,2.01146141188298,2.64367816091954,-0.114729444785089,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",6,5,5.73976780971926,88.4252873563218,5.25770014861186,67.3333333333333,0.311345262949822,0.108850574712644,4.98803701186711,68.4827586206897,5.61118808299573,60.5057471264368,9.04751483701514,88.5057471264368,11.2409754709081,45.4022988505747,0.113667095064495,29.9872413793103,0.120771820658061,29.8428735632184,3.21047303821569,8.17241379310345,1.95689993723263,1.66666666666667,4.0058097343617,10,7.06041822272719,18.816091954023,5.19772121228025,-0.770114942528736,3.71081055061138,0.298850574712644,3.42171001673911,3.96551724137931,2.31795059219883,2.89655172413793,-0.231521068857506,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",7,0,7.66661770450484,90.625,5.5788486378062,70.1071428571429,0.382962937771081,0.105087719298246,4.24229940564127,71.5535714285714,4.57272669993839,64.1339285714286,8.33546465666258,90.9196428571429,11.7820969644758,47.6696428571429,0.100845825165675,30.0135087719298,0.103933094753617,29.8820175438597,3.34539724908459,7.79464285714286,2.17950483200687,1.58035714285714,3.46725814180009,9.32142857142857,6.73090033390922,17.7142857142857,2.79869430854637,1.57142857142857,2.71961687721193,0.866071428571429,2.0044994432571,2.5,1.86581297126964,2.15178571428571,0.319778093433831,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",7,1,7.7049820614164,90.6126126126126,5.58751386757216,70.1261261261261,0.384582005018528,0.108053097345133,4.19968408780309,71.6216216216216,4.5544660876069,64.1711711711712,8.34699944126029,90.981981981982,11.8428696967231,47.7297297297297,0.101867052248285,30.0136283185841,0.104907776608411,29.8820353982301,3.38431125246521,7.72972972972973,2.20032757593987,1.6036036036036,3.42230961664825,9.38738738738739,6.7574450099918,17.7477477477477,3.31034662209183,1.73873873873874,3.13982111886595,1.75675675675676,2.31482067521326,2.92792792792793,2.26998360188473,2.78378378378378,0.268692705706243,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",7,2,7.6957577430274,90.6909090909091,5.58471045137419,70.2,0.382442690502331,0.102946428571429,4.22190957194665,71.6545454545455,4.60336751669305,64.2727272727273,8.3900184947324,90.9545454545455,11.8314863841523,47.7181818181818,0.102310148439031,30.0133035714286,0.105795844047678,29.8823214285714,3.36246513882918,7.75454545454545,2.19340127981907,1.6,3.41303247257954,9.37272727272727,6.74583861469521,17.7909090909091,3.80115648965975,1.57272727272727,3.20190727147835,1.69090909090909,2.67071037583505,3.11818181818182,2.21685107541654,2.85454545454545,0.145182677848996,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",7,3,7.72007501737323,90.651376146789,5.60647409856435,70.2201834862385,0.384050591296064,0.103873873873874,4.24093845197603,71.6605504587156,4.60334570819315,64.2935779816514,8.43255910190587,90.9449541284404,11.8179430721829,47.8256880733945,0.102788875008694,30.0137837837838,0.106111603510985,29.881981981982,3.37101534829247,7.73394495412844,2.19809790197804,1.61467889908257,3.47078971469447,9.30275229357798,6.83925429067113,17.7247706422018,4.04962002638988,1.46788990825688,3.180438426236,1.6605504587156,2.93909752433639,3.13761467889908,2.28075313490639,2.76146788990826,0.169274321628472,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
"KAAO",7,4,7.73140194129415,90.6018518518518,5.62343012976673,70.1759259259259,0.385678793527049,0.104818181818182,4.24541370849153,71.7037037037037,4.62945967150824,64.2685185185185,8.22016090745247,91.212962962963,11.8963592954307,47.8333333333333,0.103247679890813,30.0130909090909,0.106395018288438,29.8810909090909,3.37957284788025,7.71296296296296,2.2027705264927,1.62962962962963,3.46034000134199,9.23148148148148,6.84564400285148,17.6574074074074,4.53129382684908,1.50925925925926,3.42100438877786,1.75,3.0767695564385,3.63888888888889,2.4695269823972,2.93518518518519,0.0713475430705021,"Wichita","Kansas",-97.2833,37.7167,429,892.843265018098
