"AirPtCd","lag","Sd_Max_Temp","Max_Temp","Sd_Min_Temp","Min_Temp","Sd_Precip","Mean_Precip","Sd_Max_DewPoint","Max_DewPoint","Sd_Min_DewPoint","Min_DewPoint","Sd_Max_Humidity","Max_Humidity","Sd_Min_Humidity","Min_Humidity","Sd_Max_Sea_Level_Press","Max_Sea_Level_Press","Sd_Min_Sea_Level_Press","Min_Sea_Level_Press","Sd_Vis","Min_Vis","Sd_CloudCover","CloudCover","Sd_Mean_Wind_Speed","Mean_Wind_Speed","Sd_Max_Wind_Speed","Max_Wind_Speed","mxT_sd","mxT_mean","mnT_sd","mnT_mean","mxT_sd_abs","mxT_mean_abs","mnT_sd_abs","mnT_mean_abs","BSS","city","state","longitude","latitude","elevation","dist2coast"
"KACY",4,17.6676564096708,66.8165048543689,17.6743053702245,47.2087378640777,0.411020407048291,0.140417475728155,17.3384606112337,52.271484375,20.133155241211,39.8173828125,11.2352399747881,88.6656862745098,16.9996492590251,47.7787524366472,0.195995682734468,30.1327945472249,0.211996461484793,29.935676728335,4.09765179638037,6.1953125,2.68649441137034,3.1240234375,3.92360816702538,8.61089494163424,6.22200388801282,19.1676413255361,5.78484025390399,-3.8747572815534,6.92448276796048,4.93009708737864,4.35396256394202,5.43203883495146,5.31640344619956,6.63106796116505,0.0124449052291077,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",5,17.6428328431979,66.821185617104,17.5974721653322,47.2118561710398,0.408336641399753,0.140413022351798,17.2516447495819,52.3000977517107,20.0526475244135,39.8074291300098,11.1542634122327,88.6457311089303,16.9379478610575,47.7551219512195,0.196594955607085,30.1339961013645,0.212361994027635,29.9367641325536,4.10426064681264,6.21309872922776,2.69267040931414,3.12512218963832,3.95411409166979,8.63680623174294,6.25447659802512,19.2087804878049,6.27499407688625,-3.96987366375121,7.03983088080753,4.93573515092502,4.67217256663133,5.76967930029155,5.32731542931531,6.74683544303798,-0.136867416607489,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KAGC",0,19.1623370990948,63.2185686653772,17.5899312977248,46.0299806576402,0.28974510596568,0.124990328820116,17.1993006361777,47.1083172147002,19.2992333547404,35.8123791102514,10.3157312984956,82.9961315280464,13.4992555264357,45.5696324951644,0.184921489802119,30.1414506769826,0.196740843984848,29.9427659574468,3.85640993570738,4.84042553191489,2.66386684688588,4.14796905222437,3.21478547417602,7.47582205029014,5.36788320515305,14.3046421663443,3.33981418221894,-0.506769825918762,6.0396919566674,0.627659574468085,2.39511209097175,2.38104448742747,4.08742324516331,4.48839458413927,0.297048412767752,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",1,19.1953724320422,63.2197483059051,17.6006172665726,46.0561471442401,0.290652610741285,0.12539206195547,17.2290769021309,47.082284607938,19.3412261124589,35.8151016456922,10.4276953331094,82.9264278799613,13.4629846196585,45.5150048402711,0.1849643171796,30.1429719264279,0.197326809330086,29.9446272991288,3.86246120074194,4.83833494675702,2.66647905266161,4.14714424007744,3.23591733356503,7.50338818973862,5.34937210428884,14.3165537270087,3.89316970809651,-0.590513068731849,6.04156863453287,0.700871248789932,2.68499169100539,2.87899322362052,4.10262002001329,4.48789932236205,0.221122842429877,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",2,19.2543201340866,63.2577519379845,17.651353319919,46.0765503875969,0.290942198318027,0.125968992248062,17.334016785452,47.0649224806202,19.3951693558683,35.781976744186,10.5037928003629,82.843992248062,13.4439824257411,45.3740310077519,0.186063139487322,30.1444573643411,0.197424874149483,29.945726744186,3.8555035752617,4.84980620155039,2.66608183545179,4.11918604651163,3.24116541297029,7.53391472868217,5.35564678665446,14.3759689922481,4.33429650710185,-0.751937984496124,5.98995768596467,0.511627906976744,2.99251252989662,3.22286821705426,4.01010385642883,4.47674418604651,0.143639493122121,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",3,19.2434943600133,63.2502424830262,17.6814845767762,46.0320077594568,0.290065623565111,0.125402521823472,17.3137270567379,47.0756547041707,19.4438641619836,35.7245392822502,10.4906828813143,82.8680892337536,13.392236227974,45.3152279340446,0.186570091512595,30.144287099903,0.197850485067967,29.9456353055286,3.86208477054455,4.84481086323957,2.66614217687896,4.11833171677983,3.2251109988149,7.51891367604268,5.34328296382875,14.3520853540252,4.74673474888035,-0.772065955383123,5.8017245472178,0.686711930164888,3.23823672003527,3.55383123181377,3.90715320253138,4.34141610087294,-0.0205016646751808,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",4,19.2126933912353,63.2407766990291,17.6199419640673,46.0466019417476,0.290000522835283,0.125572815533981,17.270088720407,47.0592233009709,19.3778917829712,35.7398058252427,10.4497937040439,82.8873786407767,13.595474059578,45.3174757281553,0.186111787485897,30.1443300970874,0.197055446919759,29.9449223300971,3.87024050237545,4.84466019417476,2.66878000363533,4.1126213592233,3.1863535482277,7.48543689320388,5.25022761732131,14.3203883495146,5.3613309477376,-0.66504854368932,5.65937564971454,0.711650485436893,3.71820638663567,3.91747572815534,3.89187470826671,4.16796116504854,-0.113235537902372,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",5,19.1373460526324,63.2614188532556,17.6228143600282,46.0398445092323,0.290586155845102,0.12620019436346,17.1897167086986,47.0826044703596,19.3683389286325,35.7269193391642,10.5773096546071,82.7842565597668,13.6549643407475,45.3663751214772,0.186904223320811,30.1450826044704,0.198747938462735,29.945860058309,3.87223953958557,4.87560738581147,2.67140809623399,4.10689990281827,3.17899116173259,7.48299319727891,5.25839632284273,14.2789115646259,6.11705421108704,-0.636540330417881,5.85645661018598,0.739299610894942,4.16191827840607,4.52575315840622,3.93620871952338,4.39688715953307,-0.24801390216979,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KALB",0,20.3720796497989,61.4123910939013,18.7099108539427,41.8954501452081,0.283586865553846,0.110159728944821,18.5216912293082,45.0561471442401,20.5866771105641,33.406582768635,10.9167504810273,83.7473378509196,13.9905541977389,45.2129719264279,0.210925327094903,30.1256727976767,0.226848998494588,29.9064666021297,3.93953465358622,6.78799612778316,2.12609994998376,5.26040658276863,3.85308392478106,7.61181026137464,6.76805949259251,18.8489835430784,2.93881067920327,-0.758954501452081,6.71591597583184,1.08325266214908,2.06596401195144,2.22265246853824,4.60808988322525,5.00193610842207,0.0833710358818224,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",1,20.3692762904605,61.3662790697674,18.6994321953048,41.9147286821705,0.281430683316628,0.108609496124031,18.5023591946849,45.015503875969,20.6382428320822,33.3720930232558,10.993853627942,83.640503875969,13.9965494951402,45.2596899224806,0.210885892966622,30.1272189922481,0.226110504721843,29.9083720930233,3.94228132932754,6.78972868217054,2.13020973550599,5.25581395348837,3.86325060809441,7.62693798449612,6.77387611597442,18.8914728682171,3.37428955020851,-0.709302325581395,6.64616129324206,1.14341085271318,2.35079098225308,2.52131782945736,4.58214826007555,4.94573643410853,0.0106857372699993,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",2,20.3706759882273,61.4519883608147,18.7105699902422,41.917555771096,0.272086412275434,0.105276430649855,18.5894446823631,45.0494665373424,20.617199291209,33.4481086323957,10.9939398933475,83.6207565470417,13.9661144148948,45.1736178467507,0.211413417373384,30.1277982541222,0.225387466263913,29.9100678952473,3.93370284356281,6.8011639185257,2.12278985243517,5.24636275460718,3.84795448788449,7.61978661493695,6.76028108000112,18.8622696411251,3.88058523139951,-0.900096993210475,6.31071860149678,1.42483026188167,2.67931051038352,2.9466537342386,4.40083129796119,4.74005819592629,-0.0861320668101049,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",3,20.4203757363579,61.468932038835,18.7484472704435,41.9009708737864,0.278865862970399,0.108038834951456,18.5890638098971,45.1271844660194,20.6521131969893,33.4466019417476,10.945200665489,83.7679611650485,14.0625715015118,45.2271844660194,0.209648192976536,30.1284368932039,0.224168330424545,29.9080873786408,3.94400705811369,6.77378640776699,2.12792144273902,5.24660194174757,3.84736975738296,7.61650485436893,6.77220952536988,18.8747572815534,4.30027785528921,-1.04757281553398,6.26406620970276,1.53203883495146,2.94138808992831,3.30582524271845,4.34922190449947,4.75922330097087,-0.304126656128431,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",4,20.415986331132,61.4985422740525,18.7201556690901,41.9047619047619,0.281233246208981,0.108790087463557,18.5822454332392,45.1068999028183,20.6246415712204,33.44703595724,10.8893126921744,83.7453838678328,14.0614233859499,45.0991253644315,0.209430363616752,30.1277065111759,0.223603053647284,29.9077259475219,3.94550959194251,6.77939747327502,2.12756172411873,5.24295432458698,3.8218390466851,7.59766763848396,6.71290365492691,18.8532555879495,4.80754813275473,-1.03595724003887,6.28791630201611,1.56462585034014,3.22140216468152,3.71428571428571,4.36451809046743,4.78717201166181,-0.42526087595131,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",5,20.391759908909,61.4571984435798,18.7108405803424,41.8881322957198,0.282052126040587,0.108759727626459,18.4944302304491,45.0817120622568,20.5919856589848,33.3998054474708,10.9100795798876,83.7743190661479,14.1086467467776,45.0671206225681,0.210872749995344,30.1297470817121,0.224691862634523,29.909640077821,3.95632096423017,6.77529182879377,2.13222419899521,5.23929961089494,3.81494607701863,7.58949416342412,6.71674488949202,18.8822957198444,5.5228130833395,-1.03112840466926,6.23885888063313,1.52626459143969,3.70692596002712,4.21984435797665,4.2001970060886,4.85700389105058,-0.543230125454043,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KAMA",0,17.334001462346,74.7591876208897,16.3716973122004,47.2736943907157,0.248736835908515,0.0740038684719536,15.3277320333287,48.3916827852998,17.2425756866035,36.3384912959381,13.8989621813592,82.9574468085106,16.9019536446829,32.9748549323017,0.196005079773138,30.1129690522244,0.192970997286432,29.8611411992263,3.69737091438681,7.44777562862669,2.48904870402159,1.92263056092843,3.91340627711415,12.5899419729207,7.00539551162278,24.7001934235977,3.45654164359657,-0.682785299806576,3.67414721415298,0.0125725338491296,2.37904583389393,2.59767891682785,2.56675614570045,2.62765957446809,0.294890347664621,"Amarillo","Texas",-101.833,35.1833,1115,850.780115194868
"KAMA",1,17.416965817121,74.7250726040658,16.3508030472594,47.2749273959342,0.249131424884096,0.0750774443368829,15.3155179602013,48.4172313649564,17.2101463214463,36.3572120038722,13.8331182838481,83.1539206195547,16.8969159035499,33.0445304937076,0.197979726882873,30.1133010648596,0.194827926090305,29.8615004840271,3.73059137887557,7.40367860600194,2.4983293606714,1.94966118102614,3.91608881318936,12.5866408518877,6.985363649252,24.7144240077444,4.08679710700384,-0.658276863504356,4.50413838406733,1.28944820909971,2.81883024901721,3.03000968054211,3.18484774181857,3.43465634075508,0.205582152937191,"Amarillo","Texas",-101.833,35.1833,1115,850.780115194868
"KAMA",2,17.3866566179957,74.7509689922481,16.3840182791139,47.2703488372093,0.246588236699254,0.0727470930232558,15.2900758482999,48.422480620155,17.2341885729744,36.2906976744186,13.7343967883655,83.1608527131783,16.8176274404644,32.9263565891473,0.199359048734333,30.113265503876,0.195736720189528,29.8612596899225,3.69800512697213,7.44767441860465,2.48699936990518,1.93701550387597,3.91320956784493,12.5988372093023,6.98720652661181,24.718992248062,4.57451982050657,-0.718023255813954,4.64990863896857,1.49127906976744,3.05549820097473,3.47771317829457,3.3252779096626,3.57461240310078,0.142848288790256,"Amarillo","Texas",-101.833,35.1833,1115,850.780115194868
"KAMA",3,17.2977948628769,74.8108632395732,16.3307643134256,47.3103782735209,0.247528560198806,0.0735984481086324,15.2645525779336,48.4461687681862,17.2189431784029,36.3443258971872,13.8344291105045,83.0523763336566,16.8949287208118,32.9359844810863,0.199422124289591,30.112861299709,0.196677372923252,29.8597769156159,3.69425870644292,7.44810863239573,2.4851499285808,1.92531522793404,3.90121635436103,12.5741998060136,7.01016453087758,24.6896217264791,5.34779711810073,-1.06304558680892,4.53347796686581,1.79340446168768,3.56215383566752,4.12609117361785,3.21085665274452,3.66731328806984,0.0932930836314486,"Amarillo","Texas",-101.833,35.1833,1115,850.780115194868
"KAMA",4,17.2901653657202,74.7533980582524,16.3277209088262,47.3135922330097,0.24826275332783,0.0740873786407767,15.2530796561624,48.495145631068,17.2192760144806,36.3699029126214,13.8308034612303,83.1300970873786,16.797654175682,33.0116504854369,0.200483834782967,30.1125145631068,0.197572072863504,29.8591359223301,3.70685841964806,7.41067961165049,2.48068690939313,1.93980582524272,3.91717983830073,12.5893203883495,7.01738559882038,24.7601941747573,6.06343382069779,-1.09126213592233,4.66119402012663,1.75825242718447,4.01597478086159,4.66990291262136,3.25052021447836,3.77378640776699,0.0209806325247077,"Amarillo","Texas",-101.833,35.1833,1115,850.780115194868
"KAMA",5,17.3009230422474,74.8027210884354,16.3246574652061,47.3265306122449,0.24846276292339,0.0743683187560739,15.2419274079642,48.5063168124393,17.3012147705033,36.33527696793,13.8317493754453,83.1865889212828,16.8815378689476,32.9922254616132,0.200272974727374,30.111156462585,0.198305219802373,29.8577648202138,3.7080927425395,7.39067055393586,2.49063467232056,1.94557823129252,3.92086466653221,12.5966958211856,7.05976498461153,24.7278911564626,7.02941736535865,-1.06025267249757,4.99495765661424,1.75291828793774,4.72708050379452,5.30709426627794,3.47447750139258,3.99221789883268,-0.0585305567637644,"Amarillo","Texas",-101.833,35.1833,1115,850.780115194868
"KANJ",0,21.176265334271,53.3297872340426,19.3508846848916,36.0773694390716,0.251019717488022,0.104516441005803,18.4216802948607,41.1962890625,20.6920449506784,29.7412109375,7.94480901122418,89.640625,14.979122321874,54.6748046875,0.212677050006776,30.09271484375,0.250302211489657,29.86064453125,4.17637176947053,4.8759765625,2.88226045172597,4.623046875,2.91685867263552,7.046875,4.8703059713076,16.2734375,2.97767776430865,-2.06092843326886,6.08368679093063,1.42456479690522,2.2673686267416,2.82301740812379,4.28605130592652,4.54448742746615,0.198715050619605,"Sault Ste Marie","Michigan",-84.35,46.5,186,0.356451491658163
"KANJ",1,21.2295217123231,53.2855759922556,19.3876001641635,36.081316553727,0.243795029579237,0.10311229428848,18.4913508655729,41.2013685239492,20.7203294292654,29.7174975562072,7.94958293211861,89.6383186705767,14.915235878932,54.7712609970675,0.211668022333364,30.0934213098729,0.248413428604145,29.8615835777126,4.16939381209501,4.86119257086999,2.88898631277441,4.62463343108504,2.91650278379276,7.06158357771261,4.85363295858716,16.2932551319648,3.26175981973721,-2.0377541142304,5.95415054543811,1.27589545014521,2.39344696344833,3.00968054211036,4.12612081618882,4.47628267182962,0.0855341589075046,"Sault Ste Marie","Michigan",-84.35,46.5,186,0.356451491658163
"KANJ",2,21.2985517004355,53.2645348837209,19.4051075427542,36.0959302325581,0.252390567708508,0.106942829457364,18.5578958621353,41.2583170254403,20.7408462543631,29.7318982387476,7.79752583550017,89.7749510763209,14.8824000678389,54.8287671232877,0.212135694562544,30.0925440313112,0.247613931961513,29.8619471624266,4.1612107766375,4.81311154598826,2.8861252161189,4.64285714285714,2.93582477431171,7.06947162426614,4.90707506943743,16.3111545988258,3.74002318232271,-2.05910852713178,5.91762938547957,1.31298449612403,2.61345377616578,3.375,4.08557757390087,4.47577519379845,-0.0473931512373329,"Sault Ste Marie","Michigan",-84.35,46.5,186,0.356451491658163
"KANJ",3,21.2587262096593,53.2880698351115,19.3863190265902,36.0921435499515,0.252583350499502,0.106517943743938,18.570607312998,41.2526934378061,20.7384263620764,29.7786483839373,7.87041541256241,89.7522037218413,14.940442215057,54.8677766895201,0.212123958827619,30.0923408423115,0.248938034446998,29.8618119490695,4.16305084030647,4.84231145935358,2.87566269969826,4.62683643486778,2.91912950173111,7.04701273261508,4.90163620903123,16.2771792360431,4.09897926228307,-2.4917555771096,5.77916593147996,1.37148399612027,2.94473819794538,3.78564500484966,3.9775182059541,4.40931134820563,-0.653757260410423,"Sault Ste Marie","Michigan",-84.35,46.5,186,0.356451491658163
"KANJ",4,21.2023090796676,53.2864077669903,19.3813794591288,36.0398058252427,0.251004387207602,0.104830097087379,18.510021296969,41.2264705882353,20.7219717809703,29.6833333333333,7.89713806300101,89.6911764705882,14.9666141189725,54.7647058823529,0.212282523781897,30.0951274509804,0.248593902966355,29.8631764705882,4.17299475206868,4.84901960784314,2.88149999101745,4.6,2.94521598141177,7.06176470588235,4.99766729629268,16.3235294117647,4.63505804742746,-2.27378640776699,5.76889573002484,1.41067961165049,3.15465958813386,4.08543689320388,3.95095573661593,4.43203883495146,-1.59409012902914,"Sault Ste Marie","Michigan",-84.35,46.5,186,0.356451491658163
"KANJ",5,21.2319768961175,53.2623906705539,19.3537716041507,36.0242954324587,0.243439833506926,0.103493683187561,18.4733015433559,41.1727183513248,20.7232478166753,29.6584887144259,7.89086438296797,89.6722276741904,15.0187729927218,54.7487733071639,0.213721874829218,30.0977036310108,0.248532903621659,29.8657899901865,4.17194046368853,4.8684985279686,2.88233717801889,4.60549558390579,2.93910220778386,7.05593719332679,4.97135630302784,16.3081452404318,5.36783099600818,-2.21282798833819,6.03750384025308,1.533527696793,3.50266554037069,4.6287657920311,4.10399252767119,4.68415937803693,-1.5848706646298,"Sault Ste Marie","Michigan",-84.35,46.5,186,0.356451491658163
"KART",0,20.0340913913411,58.1528046421663,20.4802281639398,37.7311411992263,0.239228436952872,0.0915570599613153,17.8858544932223,45.5754352030948,21.1746306821215,32.3558994197292,9.0990615262716,90.0928433268859,14.0283566498536,51.5580270793037,0.219501779049331,30.1065377176015,0.235139950802337,29.8780560928433,4.01057762480374,4.66698935140368,2.82118224904877,4.18471953578337,3.71258897361696,7.91295938104449,5.75127128034069,18.1402321083172,3.62574713762953,-1.73404255319149,8.9998825553046,3.1431334622824,2.79932926995006,2.88297872340426,6.61399401112289,6.86266924564797,0.340270876584823,"Watertown","New York",-75.9167,43.9667,149,8.70000541796427
"KART",1,20.0727845551928,58.1703775411423,20.3938786438189,37.7899322362052,0.25004685731211,0.094109390125847,17.9555809925167,45.5488867376573,21.1607722848769,32.3572120038722,9.23603052256452,90.0019361084221,14.1475407550443,51.5208131655373,0.218793923783708,30.1075992255566,0.234685244239624,29.8791965150048,4.02793450609445,4.70833333333333,2.84119256383535,4.16844143272023,3.71679727361873,7.9215876089061,5.75213013222978,18.1819941916747,3.96060023074439,-1.80154888673766,8.94873797662339,3.43949661181026,2.96442950493191,3.18393030009681,6.59311111637559,6.95740561471442,0.336027657213007,"Watertown","New York",-75.9167,43.9667,149,8.70000541796427
"KART",2,20.1229597916976,58.2054263565892,20.3723886022856,37.8653100775194,0.246753370481141,0.0932751937984496,17.98595765847,45.6356589147287,21.1318553730169,32.4622093023256,9.15882330001699,90.0387596899225,14.1406737068857,51.6269379844961,0.219856052089722,30.1070833333333,0.234811460704884,29.8805813953488,4.01167722892444,4.64403491755577,2.82816327456094,4.19573643410853,3.71985461082845,7.93992248062016,5.74090377795961,18.2141472868217,4.31122111831834,-1.8827519379845,8.56075947091246,3.39437984496124,3.16892562269572,3.47577519379845,6.18054069348176,6.82461240310078,0.223897827788119,"Watertown","New York",-75.9167,43.9667,149,8.70000541796427
"KART",3,20.1672700174626,58.2259941804074,20.3797982006884,37.8651794374394,0.250033847397482,0.0938069835111542,18.0164184744197,45.6547041707081,21.1363368299009,32.4490785645005,9.23851913951877,90.0349175557711,14.1745089018109,51.6304558680892,0.217863440774922,30.1076721629486,0.232937032252504,29.8794180407371,4.00733332892421,4.6621359223301,2.82576872327183,4.17749757516974,3.70900123716866,7.94083414161009,5.73060429628128,18.2201745877789,4.58363118469675,-2.00581959262852,8.49180150469814,3.31910766246363,3.32193878302466,3.74005819592629,6.19534807891187,6.68671193016489,0.0804115263669544,"Watertown","New York",-75.9167,43.9667,149,8.70000541796427
"KART",4,20.1293504801434,58.2106796116505,20.3756573400982,37.8300970873786,0.245213307351878,0.0923834951456311,17.9789599933838,45.6184466019417,21.141879128673,32.4553398058252,9.14587416579003,90.1330097087379,14.2720530743625,51.5932038834951,0.218037862096805,30.1082330097087,0.232444441636158,29.8796893203883,4.022176174305,4.67735665694849,2.81832841979952,4.19126213592233,3.68453689463174,7.93398058252427,5.65717080980633,18.1825242718447,5.18032459181654,-2,8.32398991237772,3.42815533980583,3.67525894077824,4.16116504854369,6.02071278358074,6.69029126213592,-0.0503753324702927,"Watertown","New York",-75.9167,43.9667,149,8.70000541796427
