"AirPtCd","month","Sd_Max_Temp","Max_Temp","Sd_Min_Temp","Min_Temp","Sd_Precip","Mean_Precip","Sd_Max_DewPoint","Max_DewPoint","Sd_Min_DewPoint","Min_DewPoint","Sd_Max_Humidity","Max_Humidity","Sd_Min_Humidity","Min_Humidity","Sd_Max_Sea_Level_Press","Max_Sea_Level_Press","Sd_Min_Sea_Level_Press","Min_Sea_Level_Press","Sd_Vis","Min_Vis","Sd_CloudCover","CloudCover","Sd_Mean_Wind_Speed","Mean_Wind_Speed","Sd_Max_Wind_Speed","Max_Wind_Speed","mxT_sd","mxT_mean","mnT_sd","mnT_mean","mxT_sd_abs","mxT_mean_abs","mnT_sd_abs","mnT_mean_abs","BSS","city","state","longitude","latitude","elevation","dist2coast"
"KACY",4,9.78193098137671,63.8004338394794,8.18969892836156,41.0238611713666,0.194705329365712,0.0880802603036876,9.61818085706186,46.6225596529284,10.7904963232733,31.7245119305857,11.9886275452116,84.5401301518438,17.9785981520205,39.7440347071583,0.21330464160701,30.1283080260304,0.271514286079084,29.8958351409978,3.96473300484148,6.75704989154013,2.87622134930749,3.058568329718,3.1937896565184,10.1127982646421,5.46924559367685,21.8069414316703,6.2648990438654,-6.90929203539823,6.81694567868074,3.6216814159292,5.31002384520653,7.66592920353982,4.87058495121556,5.98451327433628,0.254073182969976,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",5,10.0985016002148,72.5410821643287,7.80980089349635,53.7014028056112,0.412085569247653,0.158717434869739,8.26142949458662,57.0761523046092,10.3535651977143,45.6613226452906,10.6432186852505,89.7894736842105,19.4469720743198,49.0040080160321,0.173680604543943,30.0941883767535,0.207183579497497,29.9425450901804,4.28238792818139,5.49699398797595,2.82974996231407,3.8496993987976,3.06526276987857,8.82164328657315,5.284386534723,18.8296593186373,6.37280716210551,-5.66533066132265,5.13405380577595,1.90160642570281,4.68148034485351,7.12424849699399,3.47061356264394,4.23092369477912,0.0855001580863044,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",6,7.50733516776169,81.5056603773585,6.9109120596567,61.9452830188679,0.376852242186116,0.142924528301887,7.04651212271378,65.2547169811321,9.44739500928115,54.0754716981132,9.14315766553722,90.3660377358491,16.8731072328292,48.4509433962264,0.118103475824763,30.026,0.139111900170272,29.878358490566,4.17276098402099,5.55471698113208,2.60095652686783,2.92075471698113,2.33432831971261,8.43962264150943,6.51090842532923,19.2735849056604,4.91442480236893,-5.47547169811321,5.29178746266677,2.57088846880907,3.92958131382897,6.2188679245283,3.7648894796158,4.5179584120983,-0.000471182226544187,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",7,5.39258940006496,85.311859443631,5.72061642018522,67.6325036603221,0.702525183329473,0.246434846266471,4.49474938013417,70.7037593984962,6.11642079287533,62.6962406015038,5.40363789248041,92.7684210526316,11.9793362791938,53.0045112781955,0.116611974226615,30.0210980966325,0.132343467096191,29.8972913616398,4.18643996186586,5.61503759398496,2.37741204915217,2.60451127819549,4.01737003043407,7.43964232488823,4.66467185459776,16.8801213960546,4.18575344789744,-3.04148148148148,4.98035353263542,3.27259259259259,3.06460674232572,4.16740740740741,3.84354307731622,4.55259259259259,0.0646596516644512,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",8,5.14438599856338,84.4149377593361,6.54764336684453,64.8008298755187,0.484370189607786,0.134688796680498,5.01817578099087,68.490780141844,5.90555128201863,59.9390070921986,5.95505097386751,93.1414141414141,14.9403754599331,48.2482566248257,0.11052144190121,30.0784255319149,0.120669009411556,29.9678865248227,3.93435362658959,7.03120567375887,2.32341801589721,2.23404255319149,2.12399398404227,6.6804979253112,3.32145983214125,15.7455048409405,3.61555906722243,-3.24619640387275,5.2712963938351,4.81742738589212,2.77127435181167,3.99031811894882,4.1802567229278,5.78838174273859,0.231816895998233,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",9,6.82993127705375,79.2302631578947,7.24631462010512,59.5285087719298,0.385290370070843,0.12344298245614,6.40120565024665,65.4802631578947,7.85709522918772,55.655701754386,5.88413773828221,95.25,14.8692390298618,53.765350877193,0.139265650604199,30.1531798245614,0.16566149801921,30.0099342105263,4.01443258507883,6.02850877192982,2.48877952425266,3.06140350877193,3.60805214666311,7.45833333333333,4.84475741170322,17.4276315789474,3.66372232377379,-2.75283446712018,5.19988919692297,5.93424036281179,2.77954880668585,3.64172335600907,4.6049244074345,6.40589569160998,0.23623040423563,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",10,6.85138695711227,67.4036036036036,9.11683825920684,47.0882882882883,0.261978397486017,0.104810810810811,8.77325001149173,54.6666666666667,10.1662692057539,42.3459459459459,6.57632538142059,91.9890710382514,16.8370333762551,51.1117117117117,0.192570075911767,30.1392792792793,0.214830437681674,29.9616036036036,3.98370914231804,6.7027027027027,2.89882067124334,2.91891891891892,3.91098718106794,8.34774774774775,5.51614241160282,18.3675675675676,3.96113916385943,-1.23783783783784,6.91924199929898,7.38378378378378,2.79161916132448,3.06846846846847,6.00398009814291,8.14414414414414,0.275327453256426,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",11,9.52917118928426,57.2652068126521,9.49515085396127,36.1727493917275,0.331999408439714,0.108929440389294,11.9381727723005,42.7493917274939,11.4876066231583,28.2846715328467,12.5239865993948,85.0583941605839,16.263969176413,44.9805352798054,0.177929323006412,30.1961557177616,0.213620063526708,29.9693917274939,3.65116516497069,7.05596107055961,2.59913526473408,3.02433090024331,4.49682102417722,8.56934306569343,6.63141889603454,19.6277372262774,3.99131120624816,-1.92171717171717,7.75162479719883,6.86363636363636,2.86442026683063,3.37626262626263,6.04233032742378,8.4040404040404,0.267418959887338,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KACY",12,9.14338881231266,49.5570469798658,8.82111446887005,32.4407158836689,0.336460898078268,0.146297539149888,13.270281843762,39.0850111856823,11.2144279939186,24.7964205816555,12.4686796748228,87.5480984340045,15.8138019939506,53.7203579418345,0.214213997116501,30.2562416107383,0.232601054100527,29.9903355704698,4.13976558909235,5.69127516778523,2.68229399889308,4.19015659955257,3.81249353983745,8.67114093959731,6.32145036710982,20.0581655480984,4.36037235075033,-1.30365296803653,7.18854814215846,4.55707762557078,3.18853090946694,3.24429223744292,5.24551005084843,6.6986301369863,0.161633360762587,"Atlantic City","New Jersey",-74.4167,39.3667,4,0.557594150344886
"KAGC",1,13.2910020506199,36.4503311258278,11.5491914304112,22.6467991169978,0.169050615294827,0.0843046357615894,14.0302253380407,26.9889624724062,12.748653275815,13.0529801324503,9.44416581123236,82.4724061810155,12.407599449409,53.0242825607064,0.257822266691263,30.2065121412804,0.249764831077847,29.8970198675497,3.46456401489701,3.4083885209713,2.35563046788929,5.58278145695364,3.64266830898816,9.27152317880795,5.32383675604325,16.2693156732892,5.47507670476905,-1.52348993288591,7.01758908139282,2.0089485458613,3.71899996838395,4.29306487695749,4.51869620389245,5.72706935123043,-0.216332268978801,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",2,16.5349156793651,40.4880952380952,14.9147978072738,23.2599206349206,0.196912450693277,0.0751984126984127,15.3477282614838,26.9007936507937,14.9371979926416,11.8412698412698,11.0685206475963,78.9722222222222,11.9083645027025,44.1666666666667,0.227618114903991,30.1933531746032,0.251110587405625,29.8619246031746,4.19491042834601,4.42857142857143,2.60883518390039,4.92857142857143,3.18978949359902,9.48611111111111,5.15130000991056,16.8630952380952,5.83874763945884,-3.70039682539683,8.73492240844322,0.33531746031746,4.59621724983364,5.16071428571429,5.58212739600822,6.72023809523809,-0.244442179217294,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",3,13.405783125015,50.4631379962193,11.9373363863133,32.3913043478261,0.235039868144418,0.118052930056711,12.5224127417262,34.4839319470699,13.1744897189601,19.1342155009452,12.8312027827003,79.4706994328922,15.0962472769501,40.4272211720227,0.194536367753882,30.2267296786389,0.213926867651037,29.9610964083176,3.87434291512791,5.25141776937618,2.68695870695043,4.83175803402646,3.12293238009203,8.40453686200378,5.53503839683334,16.2778827977316,5.37782938209463,-1.36294896030246,8.09999064720747,1.60869565217391,3.50497604519491,4.29678638941399,5.47202588178816,6.17958412098299,0.0171804720579851,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",4,10.7732894220928,63.4078091106291,9.40341832251761,42.7874186550976,0.163344287380789,0.107982646420824,11.4900228997969,41.5618221258134,11.0178697887857,26.9067245119306,15.6072266263164,76.2819956616052,14.4038251256893,33.2581344902386,0.206499100999427,30.1131019522777,0.247482308786532,29.8865292841649,3.841036359255,6.07158351409978,2.84167394640784,3.85683297180043,3.36009081987892,8.6117136659436,6.19188438491543,16.1670281995662,5.23315229048744,-1.71017699115044,6.81671540065169,0.984513274336283,3.41243287323256,4.31637168141593,4.30626282241488,5.36946902654867,0.142673962108066,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",5,9.90967975786287,72.3086172344689,7.91738596527507,53.4148296593186,0.325614876327438,0.135050100200401,8.87853612908924,53.0701402805611,10.582878622619,42.4869739478958,9.59599636369788,83.6753507014028,14.1182293437819,41.7334669338677,0.166092520173981,30.0838276553106,0.185240051688297,29.9392384769539,3.69107943722867,5.12024048096192,2.66481644209257,3.96593186372745,2.4336855940775,6.76553106212425,5.00194085516943,13.813627254509,4.32030006317549,0.256513026052104,4.3595171485302,0.598393574297189,2.98962264485054,3.12625250501002,2.82149343293876,3.37349397590361,-0.0770479803803779,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",6,6.35773020162767,78.7603773584906,5.44286388510859,61.4566037735849,0.498822077562754,0.280735849056604,6.60871292256281,61.2528301886792,7.50162921753396,51.9150943396226,8.23689886034415,84.2,11.7197520303132,46.2358490566038,0.11165438096306,30.0341698113208,0.128362539479142,29.8964716981132,4.15145723084006,5.14339622641509,2.28851028170815,3.94716981132075,2.45594343705122,7.11698113207547,4.89268543076294,14.5981132075472,3.60425218392507,0.762264150943396,4.64237734780953,0.711320754716981,2.60768096208106,2.6,2.86399700893894,3.7188679245283,0.0676238033638819,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",7,5.1538703948226,81.8887262079063,4.96705850381185,64.5988286969253,0.325197335077385,0.159106881405564,5.3986789578863,64.588579795022,6.46507896810333,56.5387994143485,6.26464664659779,86.8360175695461,10.7970916818719,48.4597364568082,0.0949366800137012,30.0520790629575,0.120173535874664,29.934729136164,3.67883680913766,4.40117130307467,2.27577877006414,3.5285505124451,2.49103535185884,5.76720351390922,4.81144404251283,12.6237188872621,3.04419438664441,0.841481481481481,3.79834127181704,0.531851851851852,2.15425367125061,2.30814814814815,2.45254061936072,2.94666666666667,0.122192869839702,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",8,5.25197581877124,80.6154910096819,5.30693773828095,63.1964038727524,0.312055288256881,0.125739972337483,6.02421077219182,63.0816044260028,6.71735461279415,55.1134163208852,7.24016170629076,87.2130013831259,10.5937360076011,47.2627939142462,0.0963873377727838,30.09459197787,0.108121257127542,29.9845504840941,3.8502980556442,4.80497925311203,2.12447646000518,2.9432918395574,2.10812301204557,5.44674965421853,3.74897832084059,11.2614107883817,2.96602318225921,0.644536652835408,3.87871876514513,0.315352697095436,1.90730506007624,2.35961272475795,2.49122781385114,2.98755186721992,0.230150337320223,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",9,7.78615004007121,76.5065789473684,7.01661218391223,57.344298245614,0.303630506504916,0.108201754385965,6.81690224072708,58.0131578947368,7.5293292605097,49.5899122807018,6.10959606389867,87.0175438596491,12.5894983793175,45.0350877192982,0.129992953717478,30.1658552631579,0.147590830698735,30.0268201754386,3.6929870125679,4.23245614035088,2.76471473763383,2.85087719298246,2.11276473410306,5.64035087719298,3.5496288604914,11.2149122807018,3.5209169712285,0.192743764172336,3.73374992154038,0.106575963718821,2.45967477524977,2.52380952380952,2.45782609045251,2.80952380952381,0.246795014764456,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",10,8.72813251874499,64.0144144144144,7.25270413299112,46.9189189189189,0.238970619064919,0.103783783783784,8.90198066163555,48.2882882882883,8.84541188116464,37.7513513513514,8.51172304604691,83.8054054054054,11.4070829011135,46.6666666666667,0.170409583901526,30.1547567567568,0.195404138919186,29.9805045045045,3.75287966319415,5.02702702702703,2.62522024066514,4.17477477477478,2.97759218579375,7.57297297297297,4.77910125042674,13.8162162162162,4.04266043493649,-0.763963963963964,6.06687131107315,0.0594594594594595,2.72352744014829,3.08108108108108,3.76754295788466,4.75135135135135,0.11676131563685,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",11,12.9305871127773,51.8223844282238,10.0425514484164,35.3357664233577,0.12897461980849,0.0536496350364963,11.596028001371,35.5474452554745,10.5367897972814,23.1922141119221,12.0075668979743,77.4744525547445,13.5847589899281,42.4501216545012,0.159871120427911,30.2199270072993,0.208041744075333,29.9932116788321,3.74840935148639,5.82725060827251,2.8930145117857,4.07785888077859,3.34229109119694,8.89051094890511,5.42212852815199,15.6301703163017,4.83440393946787,-2.07575757575758,6.53654514651064,0.512626262626263,3.53411778135932,3.89393939393939,4.20087225555054,5.02777777777778,0.0653471957064189,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KAGC",12,11.4065392714311,42.1968680089485,8.95729331888186,30.0089485458613,0.230487714272831,0.111521252796421,12.7600989887456,32.9776286353468,10.6614805851144,20.3489932885906,9.3956456575297,82.5615212527964,11.789631264083,54.8836689038031,0.210374063555152,30.2740044742729,0.233942314536796,29.9806040268456,3.67170884087243,4.77181208053691,2.35772406617981,5.65324384787472,3.17145319815507,8.98657718120805,5.08297046204387,15.6017897091723,6.05870133135092,-0.938356164383562,5.36922177507439,0.442922374429224,4.53112642208028,4.12557077625571,3.26162591495136,4.28310502283105,-0.0412676044761562,"Pittsburgh","Pennsylvania",-79.95,40.45,276,171.696535582235
"KALB",1,8.99777648292509,34.1699779249448,11.0261942615631,18.5320088300221,0.172300412403225,0.0678697571743929,10.9751499251885,22.3664459161148,11.9812728709156,9.52317880794702,10.5742981201658,78.0242825607064,12.937945942569,46.8896247240618,0.266647937009522,30.1759602649007,0.272967822542557,29.8718984547461,4.19711995277081,6.3598233995585,1.76448385377533,5.88741721854305,4.19814846873609,8.76158940397351,7.85242581261538,20.6534216335541,4.16991105717339,-1.60178970917226,7.92413314607423,1.88590604026846,2.96036253706522,3.34228187919463,5.26065219647602,6.21252796420582,-0.869362473138213,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",2,14.466732913754,35.4563492063492,14.1494816997251,15.6507936507937,0.286424260386125,0.109543650793651,14.4299547794962,22.2579365079365,14.9597289101643,6.29166666666667,10.1573437916124,77.6924603174603,11.8986192616037,44.6587301587302,0.235193632991716,30.1628968253968,0.273301281448657,29.8402182539683,4.21786260481992,6.30357142857143,2.03793042144804,5.54365079365079,4.15335989329499,9.25992063492063,7.28086814174466,22.0297619047619,5.15031401780483,-3.44444444444444,9.03931768751024,1.7281746031746,4.17147975347465,4.57936507936508,6.02476003178766,6.95039682539683,-0.954358546994073,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",3,11.4129123525939,43.930056710775,11.5089791251916,25.0415879017013,0.218396610392394,0.069820415879017,13.4474801528355,26.882797731569,13.4660366279147,11.6049149338374,12.6258872621831,74.4820415879017,15.0854709128723,37.1909262759924,0.21193221711265,30.2384688090737,0.257598808480342,29.9356899810964,3.80490114553226,6.69565217391304,2.31149456048847,5.33081285444234,4.61381297296609,9.77693761814745,7.9133212752929,22.7240075614367,4.9841064632127,-1.39319470699433,8.77841705893529,1.73913043478261,3.41564082166204,3.88468809073724,5.61253966381683,6.9640831758034,-0.218295757119759,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",4,11.7572089652298,58.8741865509761,8.45940982795885,36.9240780911063,0.168951229131794,0.0775813449023861,9.92817409953484,37.0303687635575,9.2470667214046,22.8937093275488,12.3123994659555,75.0216919739696,14.0697049432273,33.4164859002169,0.230282537671585,30.1295878524946,0.286944511522061,29.8772017353579,3.34321854682214,7.8351409978308,2.37294712401712,5.28633405639913,3.47145566480514,8.82863340563991,6.36939611174059,21.1409978308026,5.12350602158914,-2.01548672566372,6.77106459130506,1.4358407079646,3.58525944902157,4.17477876106195,4.49925866040402,5.25442477876106,0.0823873544094678,"Albany","New York",-73.75,42.6667,26,1.25006406308377
"KALB",5,11.326926088093,72.4097363083164,8.82937093968126,50.237322515213,0.188205959752432,0.0962170385395538,10.16356810985,51.5963488843813,9.99337294221769,40.630831643002,10.5599233301416,82.6876267748479,15.1845846939816,40.762677484787,0.166007026721936,30.0799797160243,0.185757337281814,29.9040162271805,3.49243480621673,7.56795131845842,2.07221932007767,5.42799188640974,3.57063050453339,7.76470588235294,6.59907001489067,19.7910750507099,5.0385083508079,-0.734279918864097,5.11281394528398,1.8052738336714,3.18137441347183,3.97160243407708,3.47571693172057,4.15821501014199,-0.0612245080029581,"Albany","New York",-73.75,42.6667,26,1.25006406308377
